ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
2017,D43,Crimes Against the Person,Other,485,330
2017,D43,Crimes Against the Person,Robbery-Financial,6,4
2017,D43,Crimes Against the Person,Robbery-Other,332,163
2017,D43,Crimes Against the Person,Sexual Violation,148,86
2018,D33,Crimes Against the Person,Assault,669,437
2018,D42,Crimes Against Property,Theft Under $5000,2328,525
2018,D33,Crimes Against the Person,Attempt Murder,3,0
2018,D42,Crimes Against the Person,Assault,902,579
2018,D33,Crimes Against the Person,Other,212,95
2018,D42,Crimes Against the Person,Attempt Murder,9,5
2018,D33,Crimes Against the Person,Robbery-Financial,2,2
2018,D42,Crimes Against the Person,Other,322,152
2018,D33,Crimes Against the Person,Robbery-Other,113,34
2018,D42,Crimes Against the Person,Robbery-Financial,6,6
2018,D33,Crimes Against the Person,Sexual Violation,91,44
2018,D42,Crimes Against the Person,Robbery-Other,213,61
2018,D23,Crimes Against Property,Theft Over $5000,72,12
2018,D33,Criminal Code Traffic ,Other,102,99
2018,D42,Crimes Against the Person,Sexual Violation,131,56
2018,D23,Crimes Against Property,Theft Under $5000,1936,375
2018,D33,Other Criminal Code Violations,Other,288,244
2018,D42,Criminal Code Traffic ,Other,131,128
2018,D23,Crimes Against the Person,Assault,875,539
2018,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,42
2018,D42,Other Criminal Code Violations,Other,436,379
2018,D23,Crimes Against the Person,Attempt Murder,17,10
2018,D33,Other Federal Statute Violations,Other,4,4
2018,D41,Controlled Drugs and Substances Act,Other,150,138
2018,D41,Crimes Against Property,Auto Theft,330,43
2018,D41,Crimes Against Property,Break & Enter-Apartment,122,33
2018,D41,Crimes Against Property,Break & Enter-Commercial,188,48
2018,D41,Crimes Against Property,Break & Enter-House,148,32
2018,D41,Crimes Against Property,Break & Enter-Other,39,8
2018,D41,Crimes Against Property,Fraud,603,85
2018,D41,Crimes Against Property,Other,945,415
2018,D41,Crimes Against Property,Theft Over $5000,78,21
2018,D41,Crimes Against Property,Theft Under $5000,2990,918
2018,D41,Crimes Against the Person,Assault,1388,904
2018,D41,Crimes Against the Person,Attempt Murder,11,10
2018,D41,Crimes Against the Person,Other,331,200
2018,D41,Crimes Against the Person,Robbery-Financial,7,6
2018,D41,Crimes Against the Person,Robbery-Other,200,87
2018,D41,Crimes Against the Person,Sexual Violation,191,117
2018,D23,Crimes Against the Person,Other,242,112
2018,D23,Crimes Against the Person,Robbery-Financial,8,6
2018,D23,Crimes Against the Person,Robbery-Other,206,67
2018,D23,Crimes Against the Person,Sexual Violation,130,77
2018,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,78,68
2018,D23,Criminal Code Traffic ,Other,85,82
2018,D42,Other Federal Statute Violations,Other,16,12
2018,D23,Other Criminal Code Violations,Other,396,348
2018,D43,Controlled Drugs and Substances Act,Other,280,255
2018,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,67,61
2018,D43,Crimes Against Property,Auto Theft,211,58
2018,D23,Other Federal Statute Violations,Other,15,14
2018,D43,Crimes Against Property,Break & Enter-Apartment,110,49
2018,D31,Controlled Drugs and Substances Act,Other,201,190
2018,D43,Crimes Against Property,Break & Enter-Commercial,142,62
2018,D31,Crimes Against Property,Auto Theft,485,51
2018,D43,Crimes Against Property,Break & Enter-House,157,32
2018,D31,Crimes Against Property,Break & Enter-Apartment,106,36
2018,D43,Crimes Against Property,Break & Enter-Other,24,7
2018,D31,Crimes Against Property,Break & Enter-Commercial,103,18
2018,D43,Crimes Against Property,Fraud,732,104
2018,D31,Crimes Against Property,Break & Enter-House,76,13
2018,D43,Crimes Against Property,Other,1045,489
2018,D31,Crimes Against Property,Break & Enter-Other,17,5
2018,D43,Crimes Against Property,Theft Over $5000,51,14
2018,D31,Crimes Against Property,Fraud,642,93
2018,D43,Crimes Against Property,Theft Under $5000,2613,1098
2018,D31,Crimes Against Property,Other,749,243
2018,D43,Crimes Against the Person,Assault,1476,986
2018,D31,Crimes Against Property,Theft Over $5000,72,8
2018,D43,Crimes Against the Person,Attempt Murder,8,7
2018,D31,Crimes Against Property,Theft Under $5000,2166,526
2018,D43,Crimes Against the Person,Other,471,277
2018,D31,Crimes Against the Person,Assault,1254,761
2018,D43,Crimes Against the Person,Robbery-Financial,7,6
2018,D31,Crimes Against the Person,Attempt Murder,25,18
2018,D43,Crimes Against the Person,Robbery-Other,210,113
2018,D31,Crimes Against the Person,Other,343,176
2018,D43,Crimes Against the Person,Sexual Violation,224,128
2018,D31,Crimes Against the Person,Robbery-Financial,5,5
2018,D43,Criminal Code Traffic ,Other,182,171
2018,D31,Crimes Against the Person,Robbery-Other,247,117
2018,D31,Crimes Against the Person,Sexual Violation,193,115
2018,D31,Criminal Code Traffic ,Other,134,125
2018,D31,Other Criminal Code Violations,Other,761,673
2018,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,168,137
2018,D31,Other Federal Statute Violations,Other,25,23
2018,D32,Controlled Drugs and Substances Act,Other,96,91
2018,D32,Crimes Against Property,Auto Theft,484,60
2018,D32,Crimes Against Property,Break & Enter-Apartment,124,14
2018,D32,Crimes Against Property,Break & Enter-Commercial,185,26
2018,D32,Crimes Against Property,Break & Enter-House,387,20
2018,D32,Crimes Against Property,Break & Enter-Other,33,4
2018,D43,Other Criminal Code Violations,Other,1330,1212
2018,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,261,240
2018,D43,Other Federal Statute Violations,Other,13,11
2018,D51,Controlled Drugs and Substances Act,Other,425,398
2018,D51,Crimes Against Property,Auto Theft,196,33
2018,D51,Crimes Against Property,Break & Enter-Apartment,255,48
2018,D51,Crimes Against Property,Break & Enter-Commercial,192,43
2018,D51,Crimes Against Property,Break & Enter-House,42,9
2018,D51,Crimes Against Property,Break & Enter-Other,58,11
2019,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,259,228
2019,D51,Other Federal Statute Violations,Other,26,25
2019,D52,Controlled Drugs and Substances Act,Other,154,143
2019,D52,Crimes Against Property,Auto Theft,111,36
2019,D52,Crimes Against Property,Break & Enter-Apartment,174,33
2019,D52,Crimes Against Property,Break & Enter-Commercial,301,91
2019,D52,Crimes Against Property,Break & Enter-House,15,8
2019,D52,Crimes Against Property,Break & Enter-Other,38,13
2019,D52,Crimes Against Property,Fraud,1329,161
2019,D52,Crimes Against Property,Other,1190,405
2019,D52,Crimes Against Property,Theft Over $5000,142,28
2019,D52,Crimes Against Property,Theft Under $5000,5992,1762
2019,D52,Crimes Against the Person,Assault,1459,882
2019,D52,Crimes Against the Person,Attempt Murder,6,4
2019,D52,Crimes Against the Person,Other,265,144
2019,D52,Crimes Against the Person,Robbery-Financial,7,7
2019,D52,Crimes Against the Person,Robbery-Other,153,69
2019,D52,Crimes Against the Person,Sexual Violation,209,98
2019,D52,Criminal Code Traffic ,Other,81,76
2019,D52,Other Criminal Code Violations,Other,2552,1802
2019,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,171,162
2019,D52,Other Federal Statute Violations,Other,29,17
2019,D53,Controlled Drugs and Substances Act,Other,44,42
2019,D53,Crimes Against Property,Auto Theft,216,26
2019,D53,Crimes Against Property,Break & Enter-Apartment,243,36
2019,D53,Crimes Against Property,Break & Enter-Commercial,245,51
2019,D53,Crimes Against Property,Break & Enter-House,184,27
2018,D53,Criminal Code Traffic ,Other,63,58
2019,D53,Crimes Against Property,Break & Enter-Other,43,12
2019,D53,Crimes Against Property,Fraud,953,72
2019,D53,Crimes Against Property,Other,614,134
2019,D53,Crimes Against Property,Theft Over $5000,97,12
2018,D53,Other Criminal Code Violations,Other,436,375
2019,D53,Crimes Against Property,Theft Under $5000,3118,704
2018,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,61,49
2019,D53,Crimes Against the Person,Assault,816,470
2018,D53,Other Federal Statute Violations,Other,5,4
2019,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,119,101
2019,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,43
2019,D23,Crimes Against Property,Theft Over $5000,95,17
2019,D53,Crimes Against the Person,Other,175,81
2019,D53,Crimes Against the Person,Robbery-Financial,1,1
2019,D53,Crimes Against the Person,Robbery-Other,133,47
2019,D53,Crimes Against the Person,Sexual Violation,141,52
2019,D53,Criminal Code Traffic ,Other,50,48
2019,D53,Other Criminal Code Violations,Other,454,381
2019,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,66,50
2019,D53,Other Federal Statute Violations,Other,6,5
2019,D54/D55,Controlled Drugs and Substances Act,Other,129,121
2019,D54/D55,Crimes Against Property,Auto Theft,239,25
2019,D54/D55,Crimes Against Property,Break & Enter-Apartment,216,52
2019,D54/D55,Crimes Against Property,Break & Enter-Commercial,251,56
2019,D54/D55,Crimes Against Property,Break & Enter-House,209,51
2019,D54/D55,Crimes Against Property,Break & Enter-Other,25,3
2019,D54/D55,Crimes Against Property,Fraud,873,90
2019,D54/D55,Crimes Against Property,Other,1229,350
2019,D54/D55,Crimes Against Property,Theft Over $5000,96,21
2019,D11,Crimes Against Property,Fraud,482,70
2019,D42,Crimes Against Property,Theft Over $5000,72,11
2019,D32,Other Federal Statute Violations,Other,11,9
2019,D11,Crimes Against Property,Other,670,170
2018,D54/D55,Controlled Drugs and Substances Act,Other,234,221
2019,D13,Other Federal Statute Violations,Other,7,7
2019,D33,Controlled Drugs and Substances Act,Other,40,34
2019,D23,Crimes Against Property,Theft Under $5000,2153,437
2018,D51,Crimes Against Property,Fraud,1007,155
2019,D11,Crimes Against Property,Theft Over $5000,59,9
2018,D54/D55,Crimes Against Property,Auto Theft,263,52
2019,D14,Controlled Drugs and Substances Act,Other,149,136
2019,D33,Crimes Against Property,Auto Theft,268,27
2019,D42,Crimes Against Property,Theft Under $5000,2298,609
2019,D23,Crimes Against the Person,Assault,873,547
2018,D51,Crimes Against Property,Other,1841,500
2019,D11,Crimes Against Property,Theft Under $5000,2654,816
2018,D54/D55,Crimes Against Property,Break & Enter-Apartment,175,51
2019,D14,Crimes Against Property,Auto Theft,187,35
2019,D33,Crimes Against Property,Break & Enter-Apartment,133,10
2019,D42,Crimes Against the Person,Assault,1038,672
2019,D23,Crimes Against the Person,Attempt Murder,6,5
2018,D51,Crimes Against Property,Theft Over $5000,108,20
2019,D11,Crimes Against the Person,Assault,707,478
2018,D54/D55,Crimes Against Property,Break & Enter-Commercial,170,63
2019,D14,Crimes Against Property,Break & Enter-Apartment,268,63
2019,D33,Crimes Against Property,Break & Enter-Commercial,62,2
2019,D42,Crimes Against the Person,Attempt Murder,6,4
2019,D23,Crimes Against the Person,Other,213,128
2018,D51,Crimes Against Property,Theft Under $5000,7256,1337
2019,D11,Crimes Against the Person,Other,172,98
2018,D54/D55,Crimes Against Property,Break & Enter-House,156,39
2019,D14,Crimes Against Property,Break & Enter-Commercial,464,120
2019,D33,Crimes Against Property,Break & Enter-House,194,9
2019,D42,Crimes Against the Person,Other,241,129
2019,D23,Crimes Against the Person,Robbery-Financial,13,4
2018,D51,Crimes Against the Person,Assault,1770,982
2019,D11,Crimes Against the Person,Robbery-Financial,2,2
2018,D54/D55,Crimes Against Property,Break & Enter-Other,51,14
2019,D14,Crimes Against Property,Break & Enter-House,106,16
2019,D33,Crimes Against Property,Break & Enter-Other,15,3
2019,D42,Crimes Against the Person,Robbery-Financial,5,3
2019,D23,Crimes Against the Person,Robbery-Other,198,81
2018,D51,Crimes Against the Person,Attempt Murder,16,10
2018,D51,Crimes Against the Person,Other,373,192
2018,D51,Crimes Against the Person,Robbery-Financial,7,7
2018,D51,Crimes Against the Person,Robbery-Other,390,133
2018,D51,Crimes Against the Person,Sexual Violation,256,80
2018,D51,Criminal Code Traffic ,Other,70,67
2018,D51,Other Criminal Code Violations,Other,1317,1137
2018,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,214,182
2018,D51,Other Federal Statute Violations,Other,34,27
2018,D52,Controlled Drugs and Substances Act,Other,206,195
2018,D52,Crimes Against Property,Auto Theft,98,18
2018,D52,Crimes Against Property,Break & Enter-Apartment,138,43
2018,D52,Crimes Against Property,Break & Enter-Commercial,292,128
2018,D52,Crimes Against Property,Break & Enter-House,8,3
2018,D52,Crimes Against Property,Break & Enter-Other,54,17
2018,D52,Crimes Against Property,Fraud,1171,422
2018,D52,Crimes Against Property,Other,1231,490
2018,D52,Crimes Against Property,Theft Over $5000,112,33
2018,D52,Crimes Against Property,Theft Under $5000,6217,1796
2018,D52,Crimes Against the Person,Assault,1464,915
2018,D52,Crimes Against the Person,Attempt Murder,6,6
2018,D52,Crimes Against the Person,Other,295,136
2018,D52,Crimes Against the Person,Robbery-Financial,11,9
2018,D52,Crimes Against the Person,Robbery-Other,199,111
2018,D52,Crimes Against the Person,Sexual Violation,210,92
2018,D52,Criminal Code Traffic ,Other,71,68
2018,D52,Other Criminal Code Violations,Other,2425,2161
2018,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,168,158
2018,D52,Other Federal Statute Violations,Other,31,24
2018,D53,Controlled Drugs and Substances Act,Other,90,85
2018,D53,Crimes Against Property,Auto Theft,227,37
2018,D53,Crimes Against Property,Break & Enter-Apartment,153,33
2018,D53,Crimes Against Property,Break & Enter-Commercial,148,31
2018,D53,Crimes Against Property,Break & Enter-House,178,13
2018,D53,Crimes Against Property,Break & Enter-Other,35,5
2018,D53,Crimes Against Property,Fraud,737,75
2018,D53,Crimes Against Property,Other,704,170
2018,D53,Crimes Against Property,Theft Over $5000,89,12
2018,D53,Crimes Against Property,Theft Under $5000,3399,779
2018,D53,Crimes Against the Person,Assault,704,351
2018,D53,Crimes Against the Person,Attempt Murder,1,1
2018,D53,Crimes Against the Person,Other,228,103
2018,D53,Crimes Against the Person,Robbery-Financial,6,5
2018,D53,Crimes Against the Person,Robbery-Other,120,46
2018,D53,Crimes Against the Person,Sexual Violation,116,46
2019,D42,Crimes Against the Person,Robbery-Other,245,91
2019,D11,Crimes Against the Person,Robbery-Other,134,72
2019,D33,Crimes Against Property,Fraud,757,50
2019,D14,Crimes Against Property,Break & Enter-Other,72,16
2018,D54/D55,Crimes Against Property,Fraud,747,129
2019,D23,Crimes Against the Person,Sexual Violation,130,85
2019,D42,Crimes Against the Person,Sexual Violation,142,71
2019,D11,Crimes Against the Person,Sexual Violation,117,59
2019,D33,Crimes Against Property,Other,543,132
2019,D14,Crimes Against Property,Fraud,1156,90
2018,D54/D55,Crimes Against Property,Other,1348,583
2019,D23,Criminal Code Traffic ,Other,84,81
2019,D42,Criminal Code Traffic ,Other,177,172
2019,D11,Criminal Code Traffic ,Other,73,71
2019,D33,Crimes Against Property,Theft Over $5000,78,11
2019,D33,Crimes Against Property,Theft Under $5000,2170,486
2019,D33,Crimes Against the Person,Assault,720,467
2019,D33,Crimes Against the Person,Attempt Murder,9,4
2019,D33,Crimes Against the Person,Other,189,106
2019,D33,Crimes Against the Person,Robbery-Financial,2,0
2019,D33,Crimes Against the Person,Robbery-Other,149,38
2019,D33,Crimes Against the Person,Sexual Violation,106,55
2019,D33,Criminal Code Traffic ,Other,75,73
2019,D33,Other Criminal Code Violations,Other,279,235
2019,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,42
2019,D33,Other Federal Statute Violations,Other,2,2
2019,D41,Controlled Drugs and Substances Act,Other,97,88
2019,D41,Crimes Against Property,Auto Theft,338,27
2019,D41,Crimes Against Property,Break & Enter-Apartment,109,33
2019,D41,Crimes Against Property,Break & Enter-Commercial,191,50
2019,D41,Crimes Against Property,Break & Enter-House,100,18
2019,D41,Crimes Against Property,Break & Enter-Other,39,16
2019,D41,Crimes Against Property,Fraud,681,116
2019,D41,Crimes Against Property,Other,852,301
2019,D41,Crimes Against Property,Theft Over $5000,63,9
2019,D41,Crimes Against Property,Theft Under $5000,3272,1299
2019,D41,Crimes Against the Person,Assault,1390,880
2019,D41,Crimes Against the Person,Attempt Murder,2,2
2019,D41,Crimes Against the Person,Other,320,197
2019,D41,Crimes Against the Person,Robbery-Financial,3,0
2019,D41,Crimes Against the Person,Robbery-Other,197,84
2019,D41,Crimes Against the Person,Sexual Violation,187,97
2019,D41,Criminal Code Traffic ,Other,136,127
2019,D41,Other Criminal Code Violations,Other,1389,1280
2019,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,135,119
2019,D41,Other Federal Statute Violations,Other,11,10
2019,D42,Controlled Drugs and Substances Act,Other,31,27
2019,D42,Crimes Against Property,Auto Theft,440,42
2019,D42,Crimes Against Property,Break & Enter-Apartment,59,8
2019,D42,Crimes Against Property,Break & Enter-Commercial,199,68
2019,D42,Crimes Against Property,Break & Enter-House,327,12
2019,D42,Crimes Against Property,Break & Enter-Other,11,1
2019,D42,Crimes Against Property,Fraud,757,72
2019,D42,Crimes Against Property,Other,676,165
2019,D11,Other Criminal Code Violations,Other,702,637
2018,D54/D55,Crimes Against Property,Theft Over $5000,78,16
2019,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,86,76
2019,D14,Crimes Against Property,Other,1178,351
2018,D54/D55,Crimes Against Property,Theft Under $5000,4770,1114
2019,D11,Other Federal Statute Violations,Other,9,7
2019,D14,Crimes Against Property,Theft Over $5000,111,20
2018,D54/D55,Crimes Against the Person,Assault,1512,1015
2019,D12,Controlled Drugs and Substances Act,Other,96,94
2019,D14,Crimes Against Property,Theft Under $5000,4296,734
2018,D54/D55,Crimes Against the Person,Attempt Murder,23,19
2019,D12,Crimes Against Property,Auto Theft,307,48
2019,D23,Other Criminal Code Violations,Other,371,343
2019,D14,Crimes Against the Person,Assault,1431,894
2018,D54/D55,Crimes Against the Person,Other,442,259
2019,D12,Crimes Against Property,Break & Enter-Apartment,78,20
2019,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,60,53
2019,D14,Crimes Against the Person,Attempt Murder,4,4
2018,D54/D55,Crimes Against the Person,Robbery-Financial,10,9
2019,D12,Crimes Against Property,Break & Enter-Commercial,110,27
2019,D12,Crimes Against Property,Break & Enter-House,37,7
2019,D12,Crimes Against Property,Break & Enter-Other,21,7
2019,D12,Crimes Against Property,Fraud,388,69
2019,D12,Crimes Against Property,Other,564,206
2019,D12,Crimes Against Property,Theft Over $5000,45,6
2019,D12,Crimes Against Property,Theft Under $5000,1501,525
2019,D12,Crimes Against the Person,Assault,741,519
2019,D12,Crimes Against the Person,Attempt Murder,23,14
2019,D12,Crimes Against the Person,Other,152,90
2019,D12,Crimes Against the Person,Robbery-Other,97,43
2019,D12,Crimes Against the Person,Sexual Violation,110,65
2019,D12,Criminal Code Traffic ,Other,63,60
2019,D12,Other Criminal Code Violations,Other,519,478
2019,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,84,76
2019,D12,Other Federal Statute Violations,Other,20,19
2019,D13,Controlled Drugs and Substances Act,Other,46,46
2019,D13,Crimes Against Property,Auto Theft,187,40
2019,D13,Crimes Against Property,Break & Enter-Apartment,74,22
2019,D13,Crimes Against Property,Break & Enter-Commercial,143,66
2019,D13,Crimes Against Property,Break & Enter-House,99,29
2019,D13,Crimes Against Property,Break & Enter-Other,30,8
2019,D13,Crimes Against Property,Fraud,426,61
2019,D13,Crimes Against Property,Other,533,168
2019,D13,Crimes Against Property,Theft Over $5000,31,5
2019,D13,Crimes Against Property,Theft Under $5000,1616,442
2019,D13,Crimes Against the Person,Assault,617,397
2019,D13,Crimes Against the Person,Attempt Murder,9,3
2019,D13,Crimes Against the Person,Other,144,67
2019,D13,Crimes Against the Person,Robbery-Financial,7,6
2019,D13,Crimes Against the Person,Robbery-Other,159,59
2019,D13,Crimes Against the Person,Sexual Violation,105,54
2019,D13,Criminal Code Traffic ,Other,87,83
2019,D13,Other Criminal Code Violations,Other,383,340
2019,D23,Other Federal Statute Violations,Other,8,6
2018,D54/D55,Crimes Against the Person,Robbery-Other,234,118
2019,D31,Controlled Drugs and Substances Act,Other,78,72
2018,D54/D55,Crimes Against the Person,Sexual Violation,212,99
2019,D31,Crimes Against Property,Auto Theft,665,39
2018,D54/D55,Criminal Code Traffic ,Other,121,120
2019,D31,Crimes Against Property,Break & Enter-Apartment,112,28
2018,D54/D55,Other Criminal Code Violations,Other,1006,880
2019,D31,Crimes Against Property,Break & Enter-Commercial,173,40
2019,D14,Crimes Against the Person,Other,232,140
2018,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,142,131
2019,D31,Crimes Against Property,Break & Enter-House,69,12
2019,D14,Crimes Against the Person,Robbery-Financial,5,3
2018,D54/D55,Other Federal Statute Violations,Other,4,3
2019,D31,Crimes Against Property,Break & Enter-Other,37,2
2019,D14,Crimes Against the Person,Robbery-Other,170,63
2018,NSA,Controlled Drugs and Substances Act,Other,133,114
2019,D31,Crimes Against Property,Fraud,715,78
2019,D14,Crimes Against the Person,Sexual Violation,193,101
2018,NSA,Crimes Against Property,Auto Theft,33,5
2019,D31,Crimes Against Property,Other,728,277
2019,D14,Criminal Code Traffic ,Other,116,111
2018,NSA,Crimes Against Property,Break & Enter-Apartment,8,3
2019,D31,Crimes Against Property,Theft Over $5000,86,18
2019,D14,Other Criminal Code Violations,Other,957,867
2019,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,91,81
2019,D14,Other Federal Statute Violations,Other,10,10
2019,D22,Controlled Drugs and Substances Act,Other,108,97
2019,D22,Crimes Against Property,Auto Theft,468,24
2019,D22,Crimes Against Property,Break & Enter-Apartment,126,31
2019,D22,Crimes Against Property,Break & Enter-Commercial,165,40
2019,D22,Crimes Against Property,Break & Enter-House,195,36
2019,D22,Crimes Against Property,Break & Enter-Other,25,5
2019,D22,Crimes Against Property,Fraud,814,123
2019,D22,Crimes Against Property,Other,787,217
2019,D22,Crimes Against Property,Theft Over $5000,101,15
2019,D22,Crimes Against Property,Theft Under $5000,3203,810
2019,D22,Crimes Against the Person,Assault,915,592
2019,D22,Crimes Against the Person,Attempt Murder,9,7
2019,D22,Crimes Against the Person,Other,233,141
2019,D22,Crimes Against the Person,Robbery-Financial,10,9
2019,D22,Crimes Against the Person,Robbery-Other,158,71
2019,D22,Crimes Against the Person,Sexual Violation,133,75
2019,D22,Criminal Code Traffic ,Other,139,133
2019,D22,Other Criminal Code Violations,Other,1218,1146
2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,96,91
2019,D22,Other Federal Statute Violations,Other,12,8
2019,D23,Controlled Drugs and Substances Act,Other,80,69
2019,D23,Crimes Against Property,Auto Theft,809,48
2019,D23,Crimes Against Property,Break & Enter-Apartment,78,11
2019,D23,Crimes Against Property,Break & Enter-Commercial,131,12
2019,D23,Crimes Against Property,Break & Enter-House,82,9
2019,D23,Crimes Against Property,Break & Enter-Other,16,3
2019,D23,Crimes Against Property,Fraud,646,99
2019,D23,Crimes Against Property,Other,618,148
2019,D42,Other Criminal Code Violations,Other,424,369
2019,D31,Crimes Against Property,Theft Under $5000,2359,763
2019,D31,Crimes Against the Person,Assault,1395,949
2018,NSA,Crimes Against Property,Break & Enter-Commercial,16,7
2019,D31,Crimes Against the Person,Attempt Murder,17,10
2018,NSA,Crimes Against Property,Break & Enter-House,9,1
2019,D31,Crimes Against the Person,Other,332,188
2018,NSA,Crimes Against Property,Break & Enter-Other,2,1
2019,D31,Crimes Against the Person,Robbery-Financial,2,2
2018,NSA,Crimes Against Property,Fraud,230,30
2019,D31,Crimes Against the Person,Robbery-Other,239,91
2018,NSA,Crimes Against Property,Other,191,51
2019,D31,Crimes Against the Person,Sexual Violation,199,111
2018,NSA,Crimes Against Property,Theft Over $5000,26,5
2019,D31,Criminal Code Traffic ,Other,112,100
2018,NSA,Crimes Against Property,Theft Under $5000,353,71
2019,D31,Other Criminal Code Violations,Other,795,679
2018,NSA,Crimes Against the Person,Assault,257,94
2019,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,166,128
2018,NSA,Crimes Against the Person,Attempt Murder,1,0
2019,D31,Other Federal Statute Violations,Other,26,22
2018,NSA,Crimes Against the Person,Other,88,37
2019,D32,Controlled Drugs and Substances Act,Other,53,48
2018,NSA,Crimes Against the Person,Robbery-Financial,5,5
2019,D32,Crimes Against Property,Auto Theft,547,43
2018,NSA,Crimes Against the Person,Robbery-Other,94,48
2019,D32,Crimes Against Property,Break & Enter-Apartment,139,13
2018,NSA,Crimes Against the Person,Sexual Violation,159,26
2019,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,57,50
2019,D32,Crimes Against Property,Break & Enter-Commercial,178,26
2019,D32,Crimes Against Property,Break & Enter-House,286,16
2019,D32,Crimes Against Property,Break & Enter-Other,49,10
2019,D32,Crimes Against Property,Fraud,1181,133
2019,D32,Crimes Against Property,Other,1113,461
2019,D32,Crimes Against Property,Theft Over $5000,147,24
2019,D32,Crimes Against Property,Theft Under $5000,4287,1028
2019,D32,Crimes Against the Person,Assault,1204,759
2019,D32,Crimes Against the Person,Attempt Murder,10,7
2019,D32,Crimes Against the Person,Other,279,176
2019,D32,Crimes Against the Person,Robbery-Financial,2,1
2019,D32,Crimes Against the Person,Robbery-Other,202,61
2019,D32,Crimes Against the Person,Sexual Violation,159,76
2019,D32,Criminal Code Traffic ,Other,115,106
2019,D32,Other Criminal Code Violations,Other,970,833
2019,D42,Other Federal Statute Violations,Other,16,15
2018,NSA,Criminal Code Traffic ,Other,75,74
2019,D43,Controlled Drugs and Substances Act,Other,101,92
2018,NSA,Other Criminal Code Violations,Other,228,210
2019,D43,Crimes Against Property,Auto Theft,265,36
2018,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,39,35
2019,D43,Crimes Against Property,Break & Enter-Apartment,98,37
2018,NSA,Other Federal Statute Violations,Other,15,13
2019,D43,Crimes Against Property,Break & Enter-Commercial,156,56
2019,D11,Controlled Drugs and Substances Act,Other,89,86
2019,D43,Crimes Against Property,Break & Enter-House,131,33
2019,D11,Crimes Against Property,Auto Theft,165,32
2019,D43,Crimes Against Property,Break & Enter-Other,31,15
2019,D43,Crimes Against Property,Fraud,803,90
2019,D43,Crimes Against Property,Other,843,378
2019,D43,Crimes Against Property,Theft Over $5000,38,5
2019,D43,Crimes Against Property,Theft Under $5000,2730,1066
2019,D43,Crimes Against the Person,Assault,1617,1160
2019,D43,Crimes Against the Person,Attempt Murder,14,8
2019,D43,Crimes Against the Person,Other,392,255
2019,D43,Crimes Against the Person,Robbery-Financial,4,4
2019,D43,Crimes Against the Person,Robbery-Other,247,116
2019,D43,Crimes Against the Person,Sexual Violation,188,118
2019,D43,Criminal Code Traffic ,Other,151,144
2019,D43,Other Criminal Code Violations,Other,1109,1028
2019,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,174,159
2019,D43,Other Federal Statute Violations,Other,11,11
2019,D51,Controlled Drugs and Substances Act,Other,314,304
2019,D51,Crimes Against Property,Auto Theft,200,45
2019,D51,Crimes Against Property,Break & Enter-Apartment,380,104
2019,D51,Crimes Against Property,Break & Enter-Commercial,351,64
2019,D51,Crimes Against Property,Break & Enter-House,65,11
2019,D51,Crimes Against Property,Break & Enter-Other,68,23
2019,D51,Crimes Against Property,Fraud,1116,95
2019,D51,Crimes Against Property,Other,1640,541
2019,D51,Crimes Against Property,Theft Over $5000,115,24
2019,D51,Crimes Against Property,Theft Under $5000,6037,1043
2019,D51,Crimes Against the Person,Assault,2027,1152
2019,D51,Crimes Against the Person,Attempt Murder,17,16
2019,D51,Crimes Against the Person,Other,279,142
2019,D51,Crimes Against the Person,Robbery-Financial,1,1
2019,D51,Crimes Against the Person,Robbery-Other,328,120
2019,D51,Crimes Against the Person,Sexual Violation,247,116
2019,D51,Criminal Code Traffic ,Other,98,91
